ticket_id,customer_id,issue_type,priority,created_date,resolution_status,resolution_time_hours,satisfaction_rating,channel
TICK_02583,CUST_03983,Complaint,Medium,2025-03-25,Closed,59.5,3.0,Chat
TICK_02584,CUST_05808,Product Inquiry,Low,2023-11-28,Escalated,10.5,5.0,Phone
TICK_02585,CUST_02089,Feature Request,Low,2025-03-18,Closed,4.9,2.0,Phone
TICK_02586,CUST_07884,Complaint,Medium,2025-07-28,In Progress,23.7,,Chat
TICK_02587,CUST_04681,Feature Request,Low,2024-08-21,Resolved,18.9,3.0,Email
TICK_02588,CUST_02680,Complaint,Medium,2025-03-22,In Progress,6.0,3.0,Email
TICK_02589,CUST_04380,Feature Request,Low,2023-12-04,Escalated,0.8,2.0,In-App
TICK_02590,CUST_00399,Product Inquiry,Critical,2025-04-10,In Progress,6.0,,Phone
TICK_02591,CUST_05128,Billing,Low,2025-04-24,Closed,41.8,,Email
TICK_02592,CUST_04866,Technical,Medium,2024-04-22,Resolved,3.3,,Chat
TICK_02593,CUST_09419,Product Inquiry,Low,2024-03-03,In Progress,6.7,,Phone
TICK_02594,CUST_08530,Technical,Medium,2024-12-12,Closed,20.5,,In-App
TICK_02595,CUST_09647,Billing,Low,2024-03-21,Resolved,55.3,2.0,Email
TICK_02596,CUST_07529,Feature Request,Medium,2023-10-02,Escalated,34.6,,Email
TICK_02597,CUST_08275,Product Inquiry,Medium,2023-09-30,Closed,3.3,5.0,Email
TICK_02598,CUST_09595,Billing,Medium,2024-06-01,Resolved,41.6,5.0,Phone
TICK_02599,CUST_06121,Product Inquiry,Medium,2025-01-22,Closed,56.1,3.0,Chat
TICK_02600,CUST_01846,Technical,Medium,2025-05-31,Closed,90.9,,In-App
TICK_02601,CUST_05479,Billing,Low,2024-01-15,Escalated,49.0,5.0,Email
TICK_02602,CUST_01666,Product Inquiry,Medium,2024-06-07,Escalated,9.0,,Chat
TICK_02603,CUST_09431,Product Inquiry,Low,2024-06-23,In Progress,0.2,3.0,Phone
TICK_02604,CUST_01918,Feature Request,High,2025-06-13,Escalated,9.4,3.0,Email
TICK_02605,CUST_06583,Complaint,Medium,2024-10-23,Closed,0.6,2.0,Chat
TICK_02606,CUST_02845,Complaint,Critical,2024-11-07,Escalated,51.6,,Chat
TICK_02607,CUST_06983,Technical,Medium,2024-12-06,Resolved,8.7,,Email
TICK_02608,CUST_09949,Billing,High,2024-01-25,Closed,19.0,4.0,In-App
TICK_02609,CUST_02818,Feature Request,Medium,2024-12-06,Resolved,9.3,,Email
TICK_02610,CUST_08020,Complaint,Medium,2023-10-09,Resolved,5.2,2.0,Chat
TICK_02611,CUST_01706,Technical,Medium,2024-10-28,Escalated,1.4,1.0,Email
TICK_02612,CUST_09840,Billing,Low,2025-08-01,Escalated,34.3,,Phone
TICK_02613,CUST_09069,Complaint,Medium,2025-01-28,Closed,39.5,,Email
TICK_02614,CUST_08476,Complaint,Low,2025-03-12,Closed,8.0,1.0,Chat
TICK_02615,CUST_07854,Product Inquiry,Medium,2025-08-21,Resolved,2.3,1.0,Email
TICK_02616,CUST_09870,Technical,Low,2025-01-21,Escalated,13.4,,Chat
TICK_02617,CUST_09450,Technical,Low,2024-02-11,In Progress,12.4,2.0,Email
TICK_02618,CUST_07954,Feature Request,High,2025-02-23,Closed,85.6,,In-App
TICK_02619,CUST_07436,Complaint,Medium,2025-05-03,Resolved,12.9,,In-App
TICK_02620,CUST_02712,Complaint,Medium,2024-11-14,Escalated,26.5,,Phone
TICK_02621,CUST_03099,Product Inquiry,Medium,2023-07-07,Closed,0.2,3.0,Email
TICK_02622,CUST_05935,Product Inquiry,High,2025-03-16,Closed,7.2,4.0,In-App
TICK_02623,CUST_09133,Billing,Medium,2025-03-08,Closed,2.8,1.0,In-App
TICK_02624,CUST_01864,Billing,Low,2025-04-08,Escalated,13.0,,Chat
TICK_02625,CUST_08618,Complaint,Low,2025-09-30,Escalated,5.9,1.0,Chat
TICK_02626,CUST_01229,Product Inquiry,Critical,2023-12-13,Closed,6.4,2.0,Chat
TICK_02627,CUST_07959,Billing,High,2024-11-15,Resolved,50.9,,Chat
TICK_02628,CUST_01974,Feature Request,Medium,2025-07-12,Resolved,4.0,4.0,Phone
TICK_02629,CUST_09158,Billing,Medium,2024-05-31,Closed,3.0,2.0,Phone
TICK_02630,CUST_04592,Technical,Low,2025-01-18,Closed,14.1,,Phone
TICK_02631,CUST_06803,Technical,Low,2025-06-09,In Progress,71.5,,Chat
TICK_02632,CUST_03104,Technical,Medium,2024-02-09,In Progress,31.4,3.0,Chat
TICK_02633,CUST_06944,Feature Request,High,2025-05-09,Resolved,63.3,,In-App
TICK_02634,CUST_05855,Product Inquiry,Low,2024-01-31,Escalated,6.7,,Phone
TICK_02635,CUST_09112,Technical,High,2025-08-09,Resolved,37.8,2.0,Chat
TICK_02636,CUST_01886,Billing,Medium,2023-12-19,Closed,3.0,4.0,Phone
TICK_02637,CUST_01374,Complaint,Medium,2023-10-06,Resolved,4.7,4.0,Chat
TICK_02638,CUST_07324,Product Inquiry,Critical,2025-04-16,In Progress,74.9,4.0,Chat
TICK_02639,CUST_08650,Feature Request,Medium,2025-05-25,Closed,34.0,3.0,In-App
TICK_02640,CUST_02662,Billing,Medium,2025-06-08,Resolved,4.4,3.0,Phone
TICK_02641,CUST_02173,Complaint,Low,2025-10-01,Closed,4.1,,In-App
TICK_02642,CUST_01040,Feature Request,Low,2025-04-15,In Progress,9.8,2.0,In-App
TICK_02643,CUST_06617,Technical,Low,2024-08-03,Escalated,93.3,4.0,Email
TICK_02644,CUST_05529,Technical,Low,2025-06-21,Escalated,33.2,,Chat
TICK_02645,CUST_09182,Complaint,Medium,2024-08-24,In Progress,67.6,,Email
TICK_02646,CUST_03129,Feature Request,Low,2024-05-03,Escalated,19.8,5.0,In-App
TICK_02647,CUST_01323,Complaint,Low,2024-11-16,In Progress,3.2,2.0,Chat
TICK_02648,CUST_08491,Technical,Medium,2024-03-14,Escalated,3.7,1.0,In-App
TICK_02649,CUST_07506,Complaint,Low,2025-08-06,Escalated,73.4,5.0,Email
TICK_02650,CUST_08886,Billing,Low,2025-04-26,Resolved,38.3,,Phone
TICK_02651,CUST_08741,Technical,High,2024-12-16,In Progress,34.3,,Email
TICK_02652,CUST_04644,Billing,Low,2024-05-17,Escalated,38.7,,Email
TICK_02653,CUST_03613,Complaint,Medium,2023-12-06,Resolved,26.2,,In-App
TICK_02654,CUST_01345,Product Inquiry,Medium,2024-12-20,Escalated,17.7,1.0,Email
TICK_02655,CUST_09389,Complaint,High,2024-05-14,In Progress,7.2,4.0,Chat
TICK_02656,CUST_00592,Billing,Low,2024-09-16,In Progress,24.8,2.0,Phone
TICK_02657,CUST_03036,Complaint,High,2024-07-18,In Progress,28.9,,In-App
TICK_02658,CUST_05461,Billing,Medium,2024-05-14,In Progress,1.9,,In-App
TICK_02659,CUST_04691,Technical,Low,2024-12-02,Closed,3.1,,Email
TICK_02660,CUST_03901,Complaint,Medium,2025-02-02,Escalated,8.4,4.0,Chat
TICK_02661,CUST_05003,Billing,High,2024-07-19,Resolved,14.2,,Email
TICK_02662,CUST_06935,Complaint,Low,2024-07-20,Escalated,3.4,,Chat
TICK_02663,CUST_07247,Feature Request,Low,2024-05-07,Closed,10.3,2.0,Phone
TICK_02664,CUST_03337,Feature Request,Low,2025-04-10,In Progress,19.6,2.0,In-App
TICK_02665,CUST_09375,Technical,Low,2024-06-07,Resolved,76.4,,Chat
TICK_02666,CUST_01990,Feature Request,Medium,2024-03-06,Resolved,9.3,2.0,Email
TICK_02667,CUST_03644,Billing,Critical,2024-12-07,In Progress,0.8,3.0,In-App
TICK_02668,CUST_01158,Complaint,Low,2024-08-20,Closed,13.5,3.0,Chat
TICK_02669,CUST_02931,Billing,Medium,2024-02-11,Resolved,19.1,,Phone
TICK_02670,CUST_06471,Complaint,Low,2023-09-19,Closed,4.2,3.0,Email
TICK_02671,CUST_03619,Complaint,Low,2024-10-07,In Progress,3.0,3.0,Phone
TICK_02672,CUST_08907,Product Inquiry,Medium,2023-11-02,Closed,2.6,1.0,Chat
TICK_02673,CUST_07627,Complaint,Low,2024-03-10,Closed,14.4,1.0,Chat
TICK_02674,CUST_05674,Complaint,Low,2025-06-25,Escalated,32.2,5.0,In-App
TICK_02675,CUST_08997,Technical,High,2023-06-15,Resolved,10.7,,Chat
TICK_02676,CUST_09323,Complaint,Medium,2023-12-24,Resolved,5.6,4.0,In-App
TICK_02677,CUST_04092,Complaint,Low,2025-02-24,Escalated,3.8,,Email
TICK_02678,CUST_02225,Complaint,Low,2024-08-12,Escalated,0.6,5.0,Phone
TICK_02679,CUST_09420,Product Inquiry,Low,2025-08-08,Closed,13.4,,In-App
TICK_02680,CUST_07827,Technical,Medium,2023-11-03,Escalated,7.0,1.0,Email
TICK_02681,CUST_05991,Technical,Low,2024-02-28,Closed,3.1,,In-App
TICK_02682,CUST_02323,Technical,High,2024-12-11,Escalated,57.6,,Chat
TICK_02683,CUST_01627,Feature Request,Medium,2025-05-22,In Progress,36.9,,In-App
TICK_02684,CUST_03284,Complaint,Medium,2024-07-23,Resolved,17.4,3.0,Phone
TICK_02685,CUST_08130,Technical,Low,2024-07-24,In Progress,7.4,1.0,Phone
TICK_02686,CUST_04200,Complaint,High,2023-10-22,In Progress,6.9,,Chat
TICK_02687,CUST_08326,Complaint,Low,2025-04-02,In Progress,29.3,4.0,Email
TICK_02688,CUST_01368,Feature Request,Critical,2024-06-20,Resolved,9.9,3.0,In-App
TICK_02689,CUST_08399,Technical,Low,2024-08-18,In Progress,21.6,,Email
TICK_02690,CUST_07977,Product Inquiry,Low,2025-04-10,Escalated,1.7,,Email
TICK_02691,CUST_09485,Product Inquiry,Medium,2024-03-24,Resolved,14.3,1.0,Phone
TICK_02692,CUST_06795,Feature Request,Low,2024-01-22,Closed,7.0,1.0,In-App
TICK_02693,CUST_01707,Technical,Low,2025-06-27,Closed,7.8,,Phone
TICK_02694,CUST_02936,Complaint,Low,2025-01-20,Escalated,2.2,3.0,Email
TICK_02695,CUST_03533,Technical,Low,2024-08-24,Resolved,44.2,5.0,Phone
TICK_02696,CUST_08645,Complaint,Medium,2024-04-14,In Progress,31.2,,Chat
TICK_02697,CUST_05064,Complaint,Low,2024-03-05,Closed,24.6,3.0,Chat
TICK_02698,CUST_09914,Complaint,High,2025-03-24,Escalated,14.1,1.0,Email
TICK_02699,CUST_07652,Complaint,Low,2024-02-10,In Progress,35.6,,Email
TICK_02700,CUST_01506,Complaint,Medium,2024-05-03,Resolved,16.2,,Email
TICK_02701,CUST_07856,Feature Request,Medium,2023-09-09,Closed,70.6,4.0,Phone
TICK_02702,CUST_06269,Billing,Low,2024-04-28,In Progress,92.0,,Email
TICK_02703,CUST_06820,Product Inquiry,High,2025-03-17,In Progress,3.2,3.0,Email
TICK_02704,CUST_00184,Feature Request,Low,2023-11-27,Escalated,0.8,3.0,Phone
TICK_02705,CUST_06090,Complaint,Low,2024-11-17,In Progress,20.1,4.0,Chat
TICK_02706,CUST_03544,Feature Request,Low,2024-12-23,Closed,15.9,5.0,Phone
TICK_02707,CUST_01711,Billing,Medium,2024-07-10,Escalated,18.6,1.0,Chat
TICK_02708,CUST_00739,Complaint,Low,2024-02-05,Closed,5.4,,Chat
TICK_02709,CUST_00787,Technical,Low,2025-03-01,In Progress,37.5,,In-App
TICK_02710,CUST_03558,Feature Request,Low,2025-08-12,Escalated,2.4,1.0,Chat
TICK_02711,CUST_04665,Feature Request,Low,2025-07-26,In Progress,48.5,,Chat
TICK_02712,CUST_02188,Complaint,High,2024-04-26,Escalated,7.8,,Email
TICK_02713,CUST_05538,Technical,Low,2023-11-12,In Progress,51.9,1.0,Phone
TICK_02714,CUST_09831,Billing,Medium,2023-11-21,Closed,1.0,,In-App
TICK_02715,CUST_02505,Complaint,Low,2025-06-04,Resolved,9.1,5.0,Chat
TICK_02716,CUST_07980,Product Inquiry,Low,2024-04-04,Resolved,14.9,,Chat
TICK_02717,CUST_01127,Feature Request,High,2023-10-15,Escalated,14.2,,Phone
TICK_02718,CUST_09056,Complaint,Medium,2025-06-26,Closed,0.2,,In-App
TICK_02719,CUST_07904,Technical,Medium,2024-07-09,In Progress,29.7,5.0,In-App
TICK_02720,CUST_05426,Feature Request,High,2024-08-05,Resolved,26.0,,Email
TICK_02721,CUST_08574,Complaint,Medium,2025-04-21,In Progress,6.3,1.0,Phone
TICK_02722,CUST_07026,Technical,Medium,2024-01-14,Escalated,12.6,2.0,Chat
TICK_02723,CUST_08477,Feature Request,Medium,2024-04-11,Resolved,29.2,2.0,Chat
TICK_02724,CUST_05124,Product Inquiry,Medium,2024-04-27,Escalated,6.2,5.0,Chat
TICK_02725,CUST_00372,Billing,High,2024-03-21,Escalated,0.3,1.0,Email
TICK_02726,CUST_06282,Feature Request,Low,2025-04-04,Closed,11.4,5.0,In-App
TICK_02727,CUST_04241,Technical,High,2025-06-12,Resolved,46.9,,Chat
TICK_02728,CUST_07129,Complaint,Medium,2025-03-12,Closed,0.7,4.0,Chat
TICK_02729,CUST_04344,Technical,Low,2024-12-02,Resolved,12.5,1.0,In-App
TICK_02730,CUST_00977,Technical,Medium,2024-04-11,Escalated,8.1,1.0,In-App
TICK_02731,CUST_02937,Complaint,Low,2025-02-21,Escalated,86.1,3.0,In-App
TICK_02732,CUST_04406,Product Inquiry,Medium,2024-08-19,Resolved,61.5,4.0,Chat
TICK_02733,CUST_04299,Product Inquiry,High,2024-06-09,Resolved,7.9,5.0,In-App
TICK_02734,CUST_03761,Billing,Low,2024-12-06,In Progress,24.7,5.0,Phone
TICK_02735,CUST_06675,Product Inquiry,Medium,2023-11-10,Closed,61.7,2.0,Chat
TICK_02736,CUST_03650,Complaint,Low,2025-09-01,In Progress,43.5,2.0,In-App
TICK_02737,CUST_04616,Billing,Medium,2025-07-09,Escalated,34.5,,In-App
TICK_02738,CUST_01300,Billing,Low,2024-05-08,Escalated,20.5,,In-App
TICK_02739,CUST_02165,Product Inquiry,Low,2025-05-05,In Progress,31.0,1.0,Chat
TICK_02740,CUST_05086,Product Inquiry,Low,2024-12-29,Resolved,4.5,,In-App
TICK_02741,CUST_08910,Product Inquiry,Low,2024-02-05,Closed,22.2,,In-App
TICK_02742,CUST_03564,Complaint,Medium,2024-01-27,Resolved,2.3,5.0,Chat
TICK_02743,CUST_02973,Billing,Medium,2024-12-14,In Progress,0.2,4.0,In-App
TICK_02744,CUST_00418,Product Inquiry,Medium,2024-09-18,In Progress,47.8,,Chat
TICK_02745,CUST_04956,Billing,Low,2025-03-30,Resolved,11.2,2.0,Email
TICK_02746,CUST_01056,Complaint,Low,2024-07-20,Closed,34.4,5.0,Email
TICK_02747,CUST_09187,Complaint,Medium,2024-04-14,In Progress,5.8,2.0,Chat
TICK_02748,CUST_03950,Complaint,Medium,2024-07-30,In Progress,8.6,5.0,In-App
TICK_02749,CUST_07871,Complaint,Medium,2025-07-10,Closed,3.7,1.0,In-App
TICK_02750,CUST_04156,Product Inquiry,High,2023-12-18,Escalated,20.6,4.0,Chat
TICK_02751,CUST_07983,Feature Request,Low,2025-04-06,In Progress,5.2,5.0,Phone
TICK_02752,CUST_05564,Product Inquiry,Low,2024-12-18,Closed,45.2,5.0,Chat
TICK_02753,CUST_00816,Feature Request,High,2023-10-15,Closed,2.4,,In-App
TICK_02754,CUST_05252,Technical,Medium,2024-06-29,In Progress,59.9,5.0,In-App
TICK_02755,CUST_02936,Feature Request,Low,2025-06-02,Escalated,64.4,,Email
TICK_02756,CUST_03198,Feature Request,Medium,2025-07-16,Escalated,27.0,,In-App
TICK_02757,CUST_00733,Product Inquiry,Low,2025-06-06,Resolved,38.6,2.0,Chat
TICK_02758,CUST_01854,Feature Request,Medium,2024-06-01,Resolved,30.9,,Chat
TICK_02759,CUST_05836,Billing,Medium,2025-04-11,Escalated,16.8,5.0,Phone
TICK_02760,CUST_05553,Feature Request,Medium,2025-07-27,Escalated,18.7,,Chat
TICK_02761,CUST_08306,Billing,Critical,2025-07-17,Escalated,3.0,,In-App
TICK_02762,CUST_08491,Technical,Low,2024-02-26,Closed,7.0,1.0,In-App
TICK_02763,CUST_04502,Product Inquiry,High,2025-07-29,Escalated,6.3,2.0,Chat
TICK_02764,CUST_02134,Billing,Medium,2025-08-07,Closed,28.2,4.0,Phone
TICK_02765,CUST_09458,Feature Request,Medium,2024-12-12,Escalated,15.4,1.0,In-App
TICK_02766,CUST_03908,Product Inquiry,Low,2025-01-28,Closed,1.4,,Email
TICK_02767,CUST_08754,Billing,High,2024-04-14,In Progress,14.2,3.0,Chat
TICK_02768,CUST_00904,Complaint,Low,2024-09-24,In Progress,6.1,2.0,In-App
TICK_02769,CUST_00729,Complaint,Low,2024-08-22,Closed,29.2,,Chat
TICK_02770,CUST_05584,Product Inquiry,Low,2025-08-10,Escalated,10.2,,Email
TICK_02771,CUST_01476,Technical,Medium,2024-09-15,Closed,8.5,,Phone
TICK_02772,CUST_02765,Technical,Critical,2024-01-10,Escalated,48.8,,Chat
TICK_02773,CUST_06561,Billing,High,2024-01-28,Escalated,2.5,,Chat
TICK_02774,CUST_03299,Technical,Medium,2023-09-21,Escalated,1.2,4.0,In-App
TICK_02775,CUST_07197,Technical,Low,2023-08-12,Escalated,4.3,3.0,Phone
TICK_02776,CUST_06381,Technical,Low,2024-11-17,Resolved,49.6,,Phone
TICK_02777,CUST_06212,Billing,Low,2024-11-01,Escalated,13.3,2.0,Chat
TICK_02778,CUST_00066,Complaint,Low,2024-01-31,Closed,42.8,,Phone
TICK_02779,CUST_09515,Feature Request,Medium,2025-06-13,Resolved,57.2,,Chat
TICK_02780,CUST_04008,Technical,Low,2024-03-16,Resolved,102.6,1.0,Chat
TICK_02781,CUST_00885,Feature Request,Low,2023-08-26,Escalated,26.4,,Phone
TICK_02782,CUST_07811,Product Inquiry,High,2024-08-25,Resolved,27.6,,Phone
TICK_02783,CUST_06068,Billing,Low,2025-05-27,Escalated,69.5,,In-App
TICK_02784,CUST_00309,Complaint,Low,2024-11-16,In Progress,20.5,,Chat
TICK_02785,CUST_02742,Complaint,Critical,2025-04-18,In Progress,52.5,,Chat
TICK_02786,CUST_02107,Technical,Low,2025-02-20,Resolved,10.2,,Phone
TICK_02787,CUST_01662,Technical,Medium,2024-04-10,Escalated,2.0,,Chat
TICK_02788,CUST_02716,Complaint,Medium,2025-03-27,Escalated,10.1,,Email
TICK_02789,CUST_04053,Complaint,Medium,2025-01-16,Closed,6.7,,Phone
TICK_02790,CUST_02942,Billing,Medium,2024-06-05,Closed,9.0,,In-App
TICK_02791,CUST_02151,Technical,Medium,2025-09-06,Resolved,10.2,,Phone
TICK_02792,CUST_08943,Billing,High,2025-07-23,Closed,25.2,4.0,Chat
TICK_02793,CUST_05448,Technical,Low,2024-01-26,Closed,12.4,3.0,Email
TICK_02794,CUST_05104,Billing,Low,2024-01-10,Escalated,21.8,,Phone
TICK_02795,CUST_06831,Technical,Medium,2025-02-05,In Progress,37.1,,In-App
TICK_02796,CUST_06803,Product Inquiry,Medium,2025-08-09,In Progress,8.3,1.0,In-App
TICK_02797,CUST_05028,Product Inquiry,Low,2024-02-07,Closed,98.7,,Phone
TICK_02798,CUST_09302,Technical,Low,2024-08-28,Closed,109.7,,In-App
TICK_02799,CUST_02807,Product Inquiry,Low,2024-03-21,Resolved,15.6,2.0,Email
TICK_02800,CUST_04022,Feature Request,Medium,2024-08-29,Closed,78.5,4.0,Chat
TICK_02801,CUST_04285,Complaint,Low,2025-01-23,Escalated,18.0,1.0,Phone
TICK_02802,CUST_07044,Feature Request,High,2023-10-11,In Progress,3.4,5.0,In-App
TICK_02803,CUST_04353,Feature Request,Medium,2023-10-16,Closed,38.9,4.0,Email
TICK_02804,CUST_08610,Feature Request,Low,2025-02-16,In Progress,27.1,,Phone
TICK_02805,CUST_08361,Feature Request,Medium,2025-07-19,In Progress,43.6,1.0,Phone
TICK_02806,CUST_00267,Product Inquiry,High,2024-08-16,Resolved,6.0,,Phone
TICK_02807,CUST_03513,Billing,Medium,2024-04-28,In Progress,39.8,3.0,Phone
TICK_02808,CUST_03039,Product Inquiry,Low,2023-10-20,Resolved,13.1,2.0,Phone
TICK_02809,CUST_00037,Billing,Medium,2024-07-29,In Progress,16.5,,Chat
TICK_02810,CUST_00966,Billing,Medium,2025-02-03,Closed,7.5,3.0,Phone
TICK_02811,CUST_06496,Billing,Medium,2025-03-26,Closed,5.3,3.0,In-App
TICK_02812,CUST_01429,Complaint,Low,2024-10-17,In Progress,6.5,5.0,Phone
TICK_02813,CUST_05160,Product Inquiry,Medium,2024-04-03,Escalated,126.8,1.0,Email
TICK_02814,CUST_00940,Product Inquiry,Low,2024-04-29,Escalated,2.8,,Phone
TICK_02815,CUST_03396,Billing,Low,2024-02-14,Resolved,9.4,5.0,In-App
TICK_02816,CUST_09526,Technical,Low,2025-07-31,Closed,8.3,,Chat
TICK_02817,CUST_08941,Product Inquiry,Medium,2023-09-15,Escalated,23.3,5.0,In-App
TICK_02818,CUST_07524,Feature Request,High,2024-03-31,Escalated,15.4,1.0,Phone
TICK_02819,CUST_06452,Complaint,Medium,2024-07-15,Escalated,11.0,1.0,Chat
TICK_02820,CUST_07276,Feature Request,Medium,2025-02-07,Closed,3.2,,Chat
TICK_02821,CUST_08960,Technical,Low,2024-09-28,Resolved,29.1,5.0,In-App
TICK_02822,CUST_00843,Technical,High,2025-03-11,Escalated,20.0,2.0,Email
TICK_02823,CUST_04853,Complaint,Low,2025-01-26,Resolved,4.9,1.0,Phone
TICK_02824,CUST_09790,Technical,Medium,2025-02-27,Closed,54.7,1.0,Chat
TICK_02825,CUST_01861,Complaint,Low,2024-10-05,In Progress,11.4,5.0,In-App
TICK_02826,CUST_05202,Technical,Medium,2025-01-16,Closed,7.3,,Chat
TICK_02827,CUST_04068,Complaint,Medium,2024-12-11,Closed,4.9,1.0,Phone
TICK_02828,CUST_07042,Product Inquiry,Low,2025-03-24,In Progress,21.4,4.0,Email
TICK_02829,CUST_00936,Billing,Medium,2025-07-06,In Progress,25.2,3.0,Phone
TICK_02830,CUST_05739,Product Inquiry,Medium,2025-01-14,In Progress,12.3,4.0,Chat
TICK_02831,CUST_07821,Product Inquiry,Low,2024-02-07,Resolved,52.7,,Chat
TICK_02832,CUST_03523,Complaint,Medium,2024-04-17,In Progress,17.9,,Chat
TICK_02833,CUST_08948,Product Inquiry,Medium,2025-07-25,In Progress,1.3,,Email
TICK_02834,CUST_05449,Billing,Critical,2024-09-09,Closed,10.4,3.0,In-App
TICK_02835,CUST_06034,Feature Request,High,2023-12-12,Closed,11.8,4.0,Email
TICK_02836,CUST_09349,Feature Request,High,2025-01-22,Escalated,10.8,,Chat
TICK_02837,CUST_03238,Billing,Low,2025-01-22,Resolved,10.7,,In-App
TICK_02838,CUST_04611,Technical,Low,2025-11-04,Escalated,3.4,5.0,Chat
TICK_02839,CUST_05605,Complaint,Low,2024-12-17,Closed,12.1,,Email
TICK_02840,CUST_08489,Billing,High,2023-10-11,In Progress,23.5,2.0,Email
TICK_02841,CUST_09591,Technical,Medium,2024-04-22,Closed,10.6,5.0,Phone
TICK_02842,CUST_01495,Feature Request,Medium,2025-06-26,In Progress,4.3,,Chat
TICK_02843,CUST_08754,Complaint,Medium,2023-12-14,Escalated,16.6,,Phone
TICK_02844,CUST_06509,Feature Request,Low,2024-04-02,Closed,11.4,,In-App
TICK_02845,CUST_08844,Billing,Medium,2024-11-21,Escalated,14.9,1.0,Phone
TICK_02846,CUST_01492,Billing,Medium,2025-02-12,Escalated,0.6,4.0,Phone
TICK_02847,CUST_05525,Complaint,High,2023-10-19,Escalated,63.0,5.0,Email
TICK_02848,CUST_05897,Product Inquiry,Medium,2023-10-24,Escalated,50.7,,In-App
TICK_02849,CUST_08139,Feature Request,Medium,2024-03-28,Closed,78.5,4.0,Chat
TICK_02850,CUST_06145,Technical,Low,2025-04-03,Closed,5.2,3.0,Phone
TICK_02851,CUST_08586,Technical,Medium,2024-02-17,Escalated,2.0,2.0,Phone
TICK_02852,CUST_07743,Complaint,High,2024-03-02,In Progress,0.6,,In-App
TICK_02853,CUST_07133,Billing,Low,2025-06-04,Resolved,0.7,5.0,Phone
TICK_02854,CUST_03431,Feature Request,Low,2024-12-25,Closed,4.1,3.0,In-App
TICK_02855,CUST_09001,Billing,Low,2025-04-23,In Progress,16.4,,In-App
TICK_02856,CUST_04492,Feature Request,Medium,2024-11-23,In Progress,34.4,,Chat
TICK_02857,CUST_07766,Product Inquiry,Low,2023-12-30,Resolved,39.1,,Email
TICK_02858,CUST_00245,Complaint,Medium,2024-04-25,Escalated,66.1,5.0,In-App
TICK_02859,CUST_08762,Feature Request,High,2024-11-08,Resolved,45.0,,Phone
TICK_02860,CUST_06513,Technical,Medium,2024-04-01,Resolved,20.8,,In-App
TICK_02861,CUST_08430,Product Inquiry,Medium,2024-08-21,Closed,19.0,5.0,Chat
TICK_02862,CUST_00997,Feature Request,Low,2025-06-19,Escalated,1.8,,Email
TICK_02863,CUST_02869,Product Inquiry,High,2024-05-24,Escalated,82.9,4.0,Email
TICK_02864,CUST_07011,Feature Request,Medium,2025-08-04,Escalated,12.6,,In-App
TICK_02865,CUST_07860,Product Inquiry,Medium,2025-04-05,Closed,33.1,4.0,Email
TICK_02866,CUST_06903,Technical,Medium,2024-01-31,Resolved,17.5,2.0,Phone
TICK_02867,CUST_02042,Complaint,Low,2024-09-11,Closed,60.4,,Chat
TICK_02868,CUST_09469,Billing,High,2025-08-02,Escalated,12.7,3.0,Phone
TICK_02869,CUST_08271,Product Inquiry,High,2024-08-28,In Progress,115.2,3.0,In-App
TICK_02870,CUST_07342,Complaint,Medium,2025-08-20,In Progress,4.5,5.0,In-App
TICK_02871,CUST_02279,Feature Request,Medium,2024-05-28,In Progress,19.7,5.0,Chat
TICK_02872,CUST_02803,Feature Request,Critical,2024-07-28,Resolved,29.2,2.0,In-App
TICK_02873,CUST_07341,Complaint,Low,2024-09-08,Closed,38.6,5.0,Phone
TICK_02874,CUST_05413,Technical,Low,2023-10-12,Closed,14.7,,Phone
TICK_02875,CUST_09223,Feature Request,Low,2023-10-10,Closed,20.9,2.0,Phone
TICK_02876,CUST_09402,Billing,Medium,2024-05-11,Resolved,18.0,,Email
TICK_02877,CUST_09173,Feature Request,Low,2024-05-07,In Progress,48.6,,Email
TICK_02878,CUST_06054,Complaint,Low,2024-11-16,Resolved,1.4,2.0,Chat
TICK_02879,CUST_05537,Technical,Medium,2025-02-14,Closed,25.5,,Chat
TICK_02880,CUST_06320,Feature Request,Medium,2025-06-23,In Progress,2.8,1.0,Chat
TICK_02881,CUST_08107,Billing,Medium,2025-05-02,Escalated,4.5,,Chat
TICK_02882,CUST_08563,Feature Request,Low,2024-08-03,Escalated,44.3,2.0,Phone
TICK_02883,CUST_01470,Product Inquiry,Medium,2024-11-24,Closed,21.8,2.0,Phone
TICK_02884,CUST_03208,Product Inquiry,High,2024-06-18,Closed,27.6,,In-App
TICK_02885,CUST_01150,Complaint,Medium,2024-07-19,In Progress,19.4,,Chat
TICK_02886,CUST_06494,Technical,Medium,2025-10-17,Closed,12.1,,Phone
TICK_02887,CUST_00328,Feature Request,Medium,2025-06-02,Closed,18.4,,In-App
TICK_02888,CUST_09674,Product Inquiry,Medium,2023-11-01,In Progress,47.2,,Phone
TICK_02889,CUST_08680,Feature Request,Low,2024-02-28,Escalated,56.3,3.0,In-App
TICK_02890,CUST_09021,Product Inquiry,Low,2023-06-24,Closed,1.0,3.0,Chat
TICK_02891,CUST_06376,Complaint,Medium,2024-12-21,Closed,29.1,2.0,Phone
TICK_02892,CUST_01425,Billing,Medium,2024-08-31,In Progress,17.3,5.0,Email
